"location","cause","sex","IRadjust","CFadjust","CFAARC"
"Guyana","hhd","Female",0.8,0.9,1.02
"Guyana","hhd","Male",0.85,0.95,1.01
"Guyana","hstroke","Female",0.75,0.9,0.97
"Guyana","hstroke","Male",0.8,0.95,0.97
"Guyana","ihd","Female",0.75,0.85,1
"Guyana","ihd","Male",0.75,0.9,0.99
"Guyana","istroke","Female",0.7,0.8,1
"Guyana","istroke","Male",0.75,0.8,0.99
"Haiti","hhd","Female",0.85,0.9,0.98
"Haiti","hhd","Male",0.9,0.95,1.01
"Haiti","hstroke","Female",0.85,0.9,0.95
"Haiti","hstroke","Male",0.85,0.9,0.98
"Haiti","ihd","Female",0.85,0.9,0.97
"Haiti","ihd","Male",0.85,0.9,0.99
"Haiti","istroke","Female",0.9,0.8,0.95
"Haiti","istroke","Male",0.85,0.8,0.97
"Honduras","hhd","Female",0.95,0.9,1
"Honduras","hhd","Male",0.95,0.8,1.02
"Honduras","hstroke","Female",0.9,0.9,0.95
"Honduras","hstroke","Male",0.9,0.95,0.95
"Honduras","ihd","Female",0.9,0.85,0.97
"Honduras","ihd","Male",0.95,0.9,0.99
"Honduras","istroke","Female",0.95,0.8,0.96
"Honduras","istroke","Male",0.95,0.9,0.97
"Hungary","hhd","Female",0.9,0.95,1.02
"Hungary","hhd","Male",0.9,0.95,1
"Hungary","hstroke","Female",0.75,0.8,0.96
"Hungary","hstroke","Male",0.75,0.85,0.96
"Hungary","ihd","Female",0.7,0.75,0.97
"Hungary","ihd","Male",0.75,0.8,0.97
"Hungary","istroke","Female",0.8,0.75,0.97
"Hungary","istroke","Male",0.8,0.75,0.96
"Iceland","hhd","Female",0.95,0.9,1.01
"Iceland","hhd","Male",0.9,0.8,1
"Iceland","hstroke","Female",0.8,0.8,0.96
"Iceland","hstroke","Male",0.8,0.8,0.95
"Iceland","ihd","Female",0.8,0.75,0.98
"Iceland","ihd","Male",0.8,0.7,0.97
"Iceland","istroke","Female",0.8,0.8,0.99
"Iceland","istroke","Male",0.8,0.75,0.97
"India","hhd","Female",0.8,0.9,1.01
"India","hhd","Male",0.85,0.9,1
"India","hstroke","Female",0.85,0.8,0.96
"India","hstroke","Male",0.8,0.85,0.96
"India","ihd","Female",0.85,0.9,0.99
"India","ihd","Male",0.85,0.95,0.98
"India","istroke","Female",0.9,0.7,0.96
"India","istroke","Male",0.85,0.75,0.97
"Indonesia","hhd","Female",0.8,0.9,1
"Indonesia","hhd","Male",0.8,0.9,1.01
"Indonesia","hstroke","Female",0.75,0.85,0.95
"Indonesia","hstroke","Male",0.75,0.8,0.97
"Indonesia","ihd","Female",0.75,0.85,0.98
"Indonesia","ihd","Male",0.8,0.95,0.98
"Indonesia","istroke","Female",0.75,0.75,0.97
"Indonesia","istroke","Male",0.8,0.85,0.96
"Iran","hhd","Female",0.8,0.8,1.01
"Iran","hhd","Male",0.85,0.8,1.01
"Iran","hstroke","Female",0.8,0.8,0.99
"Iran","hstroke","Male",0.8,0.8,0.99
"Iran","ihd","Female",0.7,0.75,1
"Iran","ihd","Male",0.8,0.85,0.99
"Iran","istroke","Female",0.75,0.7,0.99
"Iran","istroke","Male",0.8,0.75,0.99
"Iraq","hhd","Female",0.95,0.9,0.98
"Iraq","hhd","Male",0.85,0.85,1.01
"Iraq","hstroke","Female",0.9,0.9,0.96
"Iraq","hstroke","Male",0.85,0.85,0.97
"Iraq","ihd","Female",0.85,0.9,0.97
"Iraq","ihd","Male",0.75,0.85,0.99
"Iraq","istroke","Female",0.9,0.85,0.96
"Iraq","istroke","Male",0.85,0.85,0.97
"Ireland","hhd","Female",0.9,0.9,1.02
"Ireland","hhd","Male",0.85,0.8,1.01
"Ireland","hstroke","Female",0.85,0.8,0.95
"Ireland","hstroke","Male",0.8,0.85,0.95
"Ireland","ihd","Female",0.8,0.75,0.98
"Ireland","ihd","Male",0.8,0.75,0.97
"Ireland","istroke","Female",0.85,0.75,0.96
"Ireland","istroke","Male",0.8,0.7,0.95
"Israel","hhd","Female",0.9,0.9,1.02
"Israel","hhd","Male",1,1,1
"Israel","hstroke","Female",0.8,0.8,0.96
"Israel","hstroke","Male",0.85,0.85,0.95
"Israel","ihd","Female",0.85,0.7,0.99
"Israel","ihd","Male",0.95,0.8,0.97
"Israel","istroke","Female",0.8,0.8,1
"Israel","istroke","Male",0.8,0.85,1
"Italy","hhd","Female",0.9,0.9,1.01
"Italy","hhd","Male",0.85,0.8,1
"Italy","hstroke","Female",0.8,0.85,0.95
"Italy","hstroke","Male",0.75,0.8,0.95
"Italy","ihd","Female",0.85,0.75,0.97
"Italy","ihd","Male",0.85,0.75,0.96
"Italy","istroke","Female",0.8,0.75,0.97
"Italy","istroke","Male",0.8,0.7,0.95
"Jamaica","hhd","Female",0.9,0.95,1.01
"Jamaica","hhd","Male",0.9,0.95,0.99
"Jamaica","hstroke","Female",0.9,0.95,0.96
"Jamaica","hstroke","Male",0.85,0.85,0.95
"Jamaica","ihd","Female",0.85,0.95,0.99
"Jamaica","ihd","Male",0.85,0.95,0.98
"Jamaica","istroke","Female",0.85,0.95,0.97
"Jamaica","istroke","Male",0.8,0.8,0.96
"Japan","hhd","Female",1,1,1.01
"Japan","hhd","Male",0.85,0.85,1.01
"Japan","hstroke","Female",0.9,0.75,0.95
"Japan","hstroke","Male",0.85,0.75,0.95
"Japan","ihd","Female",0.9,0.8,0.98
"Japan","ihd","Male",0.9,0.8,0.96
"Japan","istroke","Female",0.95,0.85,0.97
"Japan","istroke","Male",0.85,0.7,0.96
"Jordan","hhd","Female",0.95,0.75,0.99
"Jordan","hhd","Male",0.95,0.7,1.01
"Jordan","hstroke","Female",0.95,0.7,0.98
"Jordan","hstroke","Male",0.95,0.7,0.98
"Jordan","ihd","Female",0.95,0.7,0.98
"Jordan","ihd","Male",0.95,0.7,1
"Jordan","istroke","Female",0.95,0.7,0.98
"Jordan","istroke","Male",0.95,0.7,0.98
"Kazakhstan","hhd","Female",0.7,0.7,1.02
"Kazakhstan","hhd","Male",0.7,0.7,1.02
"Kazakhstan","hstroke","Female",0.75,0.9,0.96
"Kazakhstan","hstroke","Male",0.75,0.9,0.96
"Kazakhstan","ihd","Female",0.7,0.8,0.97
"Kazakhstan","ihd","Male",0.7,0.75,0.98
"Kazakhstan","istroke","Female",0.7,0.75,0.96
"Kazakhstan","istroke","Male",0.7,0.75,0.96
"Kenya","hhd","Female",0.9,0.95,1
"Kenya","hhd","Male",0.9,0.85,1.01
"Kenya","hstroke","Female",0.85,0.9,0.98
"Kenya","hstroke","Male",0.8,0.85,1
"Kenya","ihd","Female",0.9,0.85,0.99
"Kenya","ihd","Male",0.95,0.9,0.99
"Kenya","istroke","Female",0.9,0.9,0.98
"Kenya","istroke","Male",0.9,0.85,0.98
"Kiribati","hhd","Female",0.85,0.95,1.01
"Kiribati","hhd","Male",0.8,0.95,1.02
"Kiribati","hstroke","Female",0.8,0.85,0.98
"Kiribati","hstroke","Male",0.8,0.9,0.99
"Kiribati","ihd","Female",0.8,0.9,0.99
"Kiribati","ihd","Male",0.8,0.95,0.99
"Kiribati","istroke","Female",0.8,0.8,0.98
"Kiribati","istroke","Male",0.8,0.85,0.98
"Kuwait","hhd","Female",0.95,0.7,1.02
"Kuwait","hhd","Male",0.85,0.85,1.02
"Kuwait","hstroke","Female",0.95,0.7,1.01
"Kuwait","hstroke","Male",0.95,0.75,0.97
"Kuwait","ihd","Female",0.95,0.8,1
"Kuwait","ihd","Male",0.75,0.9,1
"Kuwait","istroke","Female",0.95,0.7,1.02
"Kuwait","istroke","Male",0.75,0.7,1.01
"Kyrgyzstan","hhd","Female",0.85,0.9,1.02
"Kyrgyzstan","hhd","Male",0.85,0.95,1.01
"Kyrgyzstan","hstroke","Female",0.7,0.9,1.01
"Kyrgyzstan","hstroke","Male",0.7,0.95,1
"Kyrgyzstan","ihd","Female",0.7,0.85,0.98
"Kyrgyzstan","ihd","Male",0.7,0.8,0.98
"Kyrgyzstan","istroke","Female",0.7,0.8,1
"Kyrgyzstan","istroke","Male",0.7,0.8,0.98
"Laos","hhd","Female",0.8,0.85,1
"Laos","hhd","Male",0.85,0.85,1.01
"Laos","hstroke","Female",0.75,0.9,0.96
"Laos","hstroke","Male",0.8,0.9,0.97
"Laos","ihd","Female",0.8,0.9,0.97
"Laos","ihd","Male",0.8,0.85,0.99
"Laos","istroke","Female",0.8,0.85,0.97
"Laos","istroke","Male",0.85,0.8,0.97
"Latvia","hhd","Female",0.85,0.9,0.97
"Latvia","hhd","Male",0.85,0.95,0.95
"Latvia","hstroke","Female",0.7,0.85,1.02
"Latvia","hstroke","Male",0.7,0.85,0.98
"Latvia","ihd","Female",0.7,0.75,0.97
"Latvia","ihd","Male",0.7,0.8,0.96
"Latvia","istroke","Female",0.7,0.7,0.95
"Latvia","istroke","Male",0.7,0.75,0.95
"Lebanon","hhd","Female",0.7,0.8,1.02
"Lebanon","hhd","Male",0.9,0.95,1.01
"Lebanon","hstroke","Female",0.7,0.95,0.97
"Lebanon","hstroke","Male",0.7,0.95,0.99
"Lebanon","ihd","Female",0.7,0.95,0.97
"Lebanon","ihd","Male",0.8,0.95,0.98
"Lebanon","istroke","Female",0.7,0.95,0.96
"Lebanon","istroke","Male",0.7,0.95,0.99
"Lesotho","hhd","Female",0.85,0.95,1.02
"Lesotho","hhd","Male",0.9,0.9,1.02
"Lesotho","hstroke","Female",0.9,0.9,0.96
"Lesotho","hstroke","Male",0.95,0.85,1.01
"Lesotho","ihd","Female",0.95,0.85,0.98
"Lesotho","ihd","Male",0.95,0.7,1.01
"Lesotho","istroke","Female",0.95,0.8,0.95
"Lesotho","istroke","Male",0.95,0.7,0.99
"Liberia","hhd","Female",0.85,0.95,1
"Liberia","hhd","Male",0.85,0.9,1.02
"Liberia","hstroke","Female",0.8,0.9,0.97
"Liberia","hstroke","Male",0.8,0.85,0.99
"Liberia","ihd","Female",0.8,0.85,0.99
"Liberia","ihd","Male",0.85,0.9,1
"Liberia","istroke","Female",0.8,0.85,0.98
"Liberia","istroke","Male",0.8,0.7,1
"Libya","hhd","Female",0.95,0.95,1.01
"Libya","hhd","Male",1,1,1.01
"Libya","hstroke","Female",0.95,0.9,0.98
"Libya","hstroke","Male",0.9,0.85,1
"Libya","ihd","Female",0.85,0.9,0.99
"Libya","ihd","Male",0.9,0.95,0.99
"Libya","istroke","Female",0.9,0.9,0.97
"Libya","istroke","Male",0.9,0.9,0.98
"Lithuania","hhd","Female",0.9,0.9,1.02
"Lithuania","hhd","Male",0.9,0.95,1.01
"Lithuania","hstroke","Female",0.75,0.8,0.96
"Lithuania","hstroke","Male",0.75,0.85,0.95
"Lithuania","ihd","Female",0.7,0.75,0.97
"Lithuania","ihd","Male",0.7,0.8,0.96
"Lithuania","istroke","Female",0.75,0.75,0.96
"Lithuania","istroke","Male",0.7,0.75,0.95
"Luxembourg","hhd","Female",0.95,0.95,1.02
"Luxembourg","hhd","Male",0.85,0.9,1.02
"Luxembourg","hstroke","Female",0.7,0.8,1.01
"Luxembourg","hstroke","Male",0.75,0.7,0.98
"Luxembourg","ihd","Female",0.85,0.75,0.98
"Luxembourg","ihd","Male",0.85,0.7,0.97
"Luxembourg","istroke","Female",0.8,0.75,0.99
"Luxembourg","istroke","Male",0.75,0.7,0.98
"Macedonia","hhd","Female",0.7,0.75,1.02
"Macedonia","hhd","Male",0.75,0.75,1.02
"Macedonia","hstroke","Female",0.75,0.9,0.95
"Macedonia","hstroke","Male",0.8,0.85,0.95
"Macedonia","ihd","Female",0.7,0.7,0.98
"Macedonia","ihd","Male",0.8,0.8,0.97
"Macedonia","istroke","Female",0.7,0.75,0.95
"Macedonia","istroke","Male",0.7,0.7,0.95
"Madagascar","hhd","Female",0.8,0.9,0.98
"Madagascar","hhd","Male",0.8,0.9,1
"Madagascar","hstroke","Female",0.8,0.9,0.97
"Madagascar","hstroke","Male",0.8,0.85,0.98
"Madagascar","ihd","Female",0.8,0.85,0.99
"Madagascar","ihd","Male",0.8,0.9,0.99
"Madagascar","istroke","Female",0.8,0.85,0.97
"Madagascar","istroke","Male",0.8,0.8,0.98
"Malawi","hhd","Female",0.75,0.8,1.01
"Malawi","hhd","Male",0.8,0.85,1.01
"Malawi","hstroke","Female",0.8,0.85,0.97
"Malawi","hstroke","Male",0.75,0.8,1.02
"Malawi","ihd","Female",0.8,0.8,1
"Malawi","ihd","Male",0.85,0.85,1
"Malawi","istroke","Female",0.75,0.75,0.99
"Malawi","istroke","Male",0.75,0.7,1.01
"Malaysia","hhd","Female",0.85,0.85,1.02
"Malaysia","hhd","Male",0.9,0.9,1.02
"Malaysia","hstroke","Female",0.75,0.75,0.97
"Malaysia","hstroke","Male",0.85,0.85,0.95
"Malaysia","ihd","Female",0.75,0.85,0.98
"Malaysia","ihd","Male",0.8,0.9,0.98
"Malaysia","istroke","Female",0.8,0.75,0.97
"Malaysia","istroke","Male",0.9,0.9,0.96
"Maldives","hhd","Female",0.8,0.85,1.02
"Maldives","hhd","Male",0.95,0.85,1.01
"Maldives","hstroke","Female",0.8,0.7,0.98
"Maldives","hstroke","Male",0.95,0.7,0.98
"Maldives","ihd","Female",0.75,0.75,0.99
"Maldives","ihd","Male",0.95,0.85,0.98
"Maldives","istroke","Female",0.85,0.75,0.99
"Maldives","istroke","Male",0.95,0.7,0.97
"Mali","hhd","Female",0.85,0.9,1.01
"Mali","hhd","Male",0.95,0.95,1.02
"Mali","hstroke","Female",0.85,0.9,0.97
"Mali","hstroke","Male",0.85,0.85,1.01
"Mali","ihd","Female",0.85,0.9,1
"Mali","ihd","Male",0.9,0.9,1.01
"Mali","istroke","Female",0.85,0.8,0.98
"Mali","istroke","Male",0.9,0.8,1
"Malta","hhd","Female",0.95,0.9,1.02
"Malta","hhd","Male",0.95,0.8,0.99
"Malta","hstroke","Female",0.8,0.8,0.95
"Malta","hstroke","Male",0.8,0.75,0.95
"Malta","ihd","Female",0.8,0.8,0.95
"Malta","ihd","Male",0.85,0.75,0.95
"Malta","istroke","Female",0.8,0.8,0.96
"Malta","istroke","Male",0.8,0.7,0.95
"Mauritania","hhd","Female",0.85,0.9,1
"Mauritania","hhd","Male",0.9,0.95,1.01
"Mauritania","hstroke","Female",0.75,0.85,0.97
"Mauritania","hstroke","Male",0.8,0.85,0.99
"Mauritania","ihd","Female",0.8,0.85,0.99
"Mauritania","ihd","Male",0.85,0.9,1.01
"Mauritania","istroke","Female",0.8,0.8,0.98
"Mauritania","istroke","Male",0.85,0.85,1
"Mauritius","hhd","Female",0.9,0.95,1
"Mauritius","hhd","Male",0.9,0.95,0.99
"Mauritius","hstroke","Female",0.9,0.8,0.97
"Mauritius","hstroke","Male",0.85,0.8,0.97
"Mauritius","ihd","Female",0.8,0.8,0.98
"Mauritius","ihd","Male",0.85,0.9,0.97
"Mauritius","istroke","Female",0.85,0.8,0.98
"Mauritius","istroke","Male",0.8,0.75,0.98
"Mexico","hhd","Female",0.85,0.85,1.01
"Mexico","hhd","Male",0.9,0.95,1.01
"Mexico","hstroke","Female",0.85,0.8,0.97
"Mexico","hstroke","Male",0.85,0.85,0.99
"Mexico","ihd","Female",0.8,0.85,0.97
"Mexico","ihd","Male",0.85,0.9,0.98
"Mexico","istroke","Female",0.9,0.85,0.96
"Mexico","istroke","Male",0.9,0.8,0.98
"Moldova","hhd","Female",0.9,0.95,0.99
"Moldova","hhd","Male",0.9,0.95,0.98
"Moldova","hstroke","Female",0.7,0.9,1
"Moldova","hstroke","Male",0.7,0.9,1
"Moldova","ihd","Female",0.7,0.8,0.98
"Moldova","ihd","Male",0.7,0.8,0.98
"Moldova","istroke","Female",0.75,0.75,0.96
"Moldova","istroke","Male",0.75,0.8,0.95
"Mongolia","hhd","Female",0.85,0.75,1.02
"Mongolia","hhd","Male",0.9,0.85,1.02
"Mongolia","hstroke","Female",0.75,0.85,0.96
"Mongolia","hstroke","Male",0.8,0.9,0.97
"Mongolia","ihd","Female",0.8,0.75,0.99
"Mongolia","ihd","Male",0.85,0.85,0.98
"Mongolia","istroke","Female",0.95,0.7,0.97
"Mongolia","istroke","Male",0.9,0.75,0.97
"Montenegro","hhd","Female",0.75,0.8,1.02
"Montenegro","hhd","Male",0.8,0.85,1.02
"Montenegro","hstroke","Female",0.7,0.95,0.95
"Montenegro","hstroke","Male",0.8,0.95,0.95
"Montenegro","ihd","Female",0.7,0.75,0.98
"Montenegro","ihd","Male",0.75,0.85,0.98
"Montenegro","istroke","Female",0.75,0.7,0.96
"Montenegro","istroke","Male",0.8,0.75,0.95
"Morocco","hhd","Female",0.75,0.8,1.02
"Morocco","hhd","Male",0.9,0.95,1.02
"Morocco","hstroke","Female",0.75,0.8,0.98
"Morocco","hstroke","Male",0.85,0.9,0.98
"Morocco","ihd","Female",0.7,0.85,0.98
"Morocco","ihd","Male",0.8,0.95,0.99
"Morocco","istroke","Female",0.75,0.75,0.98
"Morocco","istroke","Male",0.85,0.85,0.99
"Mozambique","hhd","Female",0.85,0.95,0.99
"Mozambique","hhd","Male",0.9,0.95,1.01
"Mozambique","hstroke","Female",0.85,0.95,0.95
"Mozambique","hstroke","Male",0.85,0.9,0.98
"Mozambique","ihd","Female",0.85,0.9,0.99
"Mozambique","ihd","Male",0.9,0.9,0.99
"Mozambique","istroke","Female",0.8,0.95,0.97
"Mozambique","istroke","Male",0.85,0.85,0.99
"Myanmar","hhd","Female",0.85,0.85,1.02
"Myanmar","hhd","Male",0.9,0.9,1
"Myanmar","hstroke","Female",0.75,0.95,0.97
"Myanmar","hstroke","Male",0.8,0.9,0.98
"Myanmar","ihd","Female",0.8,0.85,0.99
"Myanmar","ihd","Male",0.85,0.9,1
"Myanmar","istroke","Female",0.85,0.9,0.97
"Myanmar","istroke","Male",0.8,0.8,0.99
"Namibia","hhd","Female",0.8,0.9,1.02
"Namibia","hhd","Male",0.85,0.85,1.02
"Namibia","hstroke","Female",0.8,0.85,1.01
"Namibia","hstroke","Male",0.8,0.9,1.01
"Namibia","ihd","Female",0.85,0.85,1.01
"Namibia","ihd","Male",0.9,0.85,1
"Namibia","istroke","Female",0.85,0.85,1.01
"Namibia","istroke","Male",0.9,0.85,1
"Nepal","hhd","Female",0.85,0.95,1.01
"Nepal","hhd","Male",0.85,0.95,1.02
"Nepal","hstroke","Female",0.8,0.85,0.96
"Nepal","hstroke","Male",0.85,0.95,0.97
"Nepal","ihd","Female",0.85,0.9,0.99
"Nepal","ihd","Male",0.85,0.95,0.99
"Nepal","istroke","Female",0.8,0.75,0.97
"Nepal","istroke","Male",0.85,0.9,0.97
"Netherlands","hhd","Female",0.9,0.95,1.02
"Netherlands","hhd","Male",0.85,0.9,1.01
"Netherlands","hstroke","Female",0.8,0.85,0.97
"Netherlands","hstroke","Male",0.75,0.8,0.96
"Netherlands","ihd","Female",0.85,0.75,0.99
"Netherlands","ihd","Male",0.85,0.75,0.98
"Netherlands","istroke","Female",0.85,0.8,0.97
"Netherlands","istroke","Male",0.8,0.7,0.96
"New Zealand","hhd","Female",0.95,0.9,1.02
"New Zealand","hhd","Male",0.9,0.85,1.02
"New Zealand","hstroke","Female",0.8,0.8,0.97
"New Zealand","hstroke","Male",0.8,0.9,0.95
"New Zealand","ihd","Female",0.85,0.85,0.99
"New Zealand","ihd","Male",0.85,0.85,0.98
"New Zealand","istroke","Female",0.85,0.8,0.98
"New Zealand","istroke","Male",0.8,0.75,0.96
"Nicaragua","hhd","Female",0.75,0.75,1.02
"Nicaragua","hhd","Male",0.8,0.8,1.02
"Nicaragua","hstroke","Female",0.7,0.75,0.98
"Nicaragua","hstroke","Male",0.7,0.75,1
"Nicaragua","ihd","Female",0.75,0.75,0.99
"Nicaragua","ihd","Male",0.75,0.8,1
"Nicaragua","istroke","Female",0.8,0.75,0.99
"Nicaragua","istroke","Male",0.75,0.7,1.01
"Niger","hhd","Female",0.85,0.9,1
"Niger","hhd","Male",0.9,0.95,1.01
"Niger","hstroke","Female",0.85,0.9,0.98
"Niger","hstroke","Male",0.85,0.9,0.99
"Niger","ihd","Female",0.85,0.9,1
"Niger","ihd","Male",0.9,0.95,1
"Niger","istroke","Female",0.85,0.8,0.98
"Niger","istroke","Male",0.85,0.8,0.99
"Nigeria","hhd","Female",0.85,0.9,1.02
"Nigeria","hhd","Male",0.75,0.95,1.02
"Nigeria","hstroke","Female",0.85,0.85,0.97
"Nigeria","hstroke","Male",0.7,0.85,0.99
"Nigeria","ihd","Female",0.85,0.85,1
"Nigeria","ihd","Male",0.7,0.85,1.01
"Nigeria","istroke","Female",0.85,0.8,0.99
"Nigeria","istroke","Male",0.7,0.8,1.01
"North Korea","hhd","Female",0.8,0.85,1.01
"North Korea","hhd","Male",0.75,0.85,1.01
"North Korea","hstroke","Female",0.75,0.95,1
"North Korea","hstroke","Male",0.75,0.85,1
"North Korea","ihd","Female",0.75,0.8,1
"North Korea","ihd","Male",0.75,0.9,1
"North Korea","istroke","Female",0.8,0.75,0.99
"North Korea","istroke","Male",0.75,0.8,0.99
"Norway","hhd","Female",1,1,1.02
"Norway","hhd","Male",0.9,0.85,1.02
"Norway","hstroke","Female",0.85,0.75,0.96
"Norway","hstroke","Male",0.8,0.7,0.96
"Norway","ihd","Female",0.85,0.75,0.98
"Norway","ihd","Male",0.8,0.7,0.98
"Norway","istroke","Female",0.85,0.8,0.99
"Norway","istroke","Male",0.8,0.7,0.98
"Oman","hhd","Female",0.85,0.8,1
"Oman","hhd","Male",0.95,0.7,0.99
"Oman","hstroke","Female",0.85,0.7,0.96
"Oman","hstroke","Male",0.95,0.7,0.96
"Oman","ihd","Female",0.75,0.8,0.98
"Oman","ihd","Male",0.95,0.7,0.96
"Oman","istroke","Female",0.9,0.7,0.97
"Oman","istroke","Male",0.95,0.7,0.96
"Pakistan","hhd","Female",0.75,0.85,1.01
"Pakistan","hhd","Male",0.75,0.85,1
"Pakistan","hstroke","Female",0.75,0.9,0.96
"Pakistan","hstroke","Male",0.75,0.85,0.97
"Pakistan","ihd","Female",0.75,0.9,0.99
"Pakistan","ihd","Male",0.75,0.9,0.98
"Pakistan","istroke","Female",0.75,0.8,0.97
"Pakistan","istroke","Male",0.75,0.8,0.97
"Panama","hhd","Female",0.95,0.95,1.02
"Panama","hhd","Male",0.95,0.95,1
"Panama","hstroke","Female",0.85,0.8,0.99
"Panama","hstroke","Male",0.8,0.8,0.97
"Panama","ihd","Female",0.9,0.9,0.98
"Panama","ihd","Male",0.85,0.8,0.98
"Panama","istroke","Female",0.95,0.9,0.97
"Panama","istroke","Male",0.85,0.75,0.97
"Papua New Guinea","hhd","Female",0.95,0.95,0.97
"Papua New Guinea","hhd","Male",0.95,0.95,1
"Papua New Guinea","hstroke","Female",0.85,0.85,0.95
"Papua New Guinea","hstroke","Male",0.9,0.9,0.97
"Papua New Guinea","ihd","Female",0.9,0.95,0.96
"Papua New Guinea","ihd","Male",0.9,0.95,0.98
"Papua New Guinea","istroke","Female",0.95,0.95,0.95
"Papua New Guinea","istroke","Male",0.95,0.8,0.97
"Paraguay","hhd","Female",0.85,0.9,1
"Paraguay","hhd","Male",0.85,0.9,1
"Paraguay","hstroke","Female",0.8,0.8,0.99
"Paraguay","hstroke","Male",0.8,0.85,0.99
"Paraguay","ihd","Female",0.85,0.9,0.98
"Paraguay","ihd","Male",0.85,0.95,0.98
"Paraguay","istroke","Female",0.85,0.85,0.96
"Paraguay","istroke","Male",0.85,0.85,0.97
"Peru","hhd","Female",0.95,0.9,1.01
"Peru","hhd","Male",0.95,0.9,1
"Peru","hstroke","Female",0.95,0.85,0.98
"Peru","hstroke","Male",0.8,0.8,0.99
"Peru","ihd","Female",0.9,0.85,0.98
"Peru","ihd","Male",0.9,0.9,0.98
"Peru","istroke","Female",0.95,0.7,0.98
"Peru","istroke","Male",0.9,0.75,0.98
"Philippines","hhd","Female",0.85,0.9,1
"Philippines","hhd","Male",0.85,0.95,1
"Philippines","hstroke","Female",0.8,0.85,0.95
"Philippines","hstroke","Male",0.8,0.85,0.96
"Philippines","ihd","Female",0.8,0.85,0.98
"Philippines","ihd","Male",0.85,0.95,0.98
"Philippines","istroke","Female",0.8,0.75,0.98
"Philippines","istroke","Male",0.85,0.85,0.97
"Poland","hhd","Female",0.8,0.85,1.02
"Poland","hhd","Male",0.8,0.9,1.02
"Poland","hstroke","Female",0.75,0.8,0.95
"Poland","hstroke","Male",0.75,0.9,0.95
"Poland","ihd","Female",0.7,0.75,0.98
"Poland","ihd","Male",0.75,0.8,0.97
"Poland","istroke","Female",0.75,0.7,0.97
"Poland","istroke","Male",0.75,0.7,0.95
"Portugal","hhd","Female",0.95,0.95,1
"Portugal","hhd","Male",0.9,0.9,1
"Portugal","hstroke","Female",0.75,0.8,0.97
"Portugal","hstroke","Male",0.7,0.8,0.98
"Portugal","ihd","Female",0.8,0.7,0.97
"Portugal","ihd","Male",0.85,0.75,0.97
"Portugal","istroke","Female",0.75,0.75,0.97
"Portugal","istroke","Male",0.75,0.7,0.96
"Qatar","hhd","Female",0.95,0.7,0.97
"Qatar","hhd","Male",0.8,0.8,0.97
"Qatar","hstroke","Female",0.95,0.7,0.95
"Qatar","hstroke","Male",0.95,0.7,0.95
"Qatar","ihd","Female",0.75,0.7,0.95
"Qatar","ihd","Male",0.7,0.95,0.95
"Qatar","istroke","Female",0.95,0.7,0.95
"Qatar","istroke","Male",0.95,0.7,0.95
"Romania","hhd","Female",0.75,0.85,1.02
"Romania","hhd","Male",0.8,0.85,1.02
"Romania","hstroke","Female",0.7,0.85,0.95
"Romania","hstroke","Male",0.75,0.9,0.95
"Romania","ihd","Female",0.7,0.75,0.97
"Romania","ihd","Male",0.75,0.8,0.97
"Romania","istroke","Female",0.7,0.7,0.95
"Romania","istroke","Male",0.75,0.75,0.95
"Russian Federation","hhd","Female",0.8,0.75,1.02
"Russian Federation","hhd","Male",0.8,0.85,1.02
"Russian Federation","hstroke","Female",0.7,0.8,1
"Russian Federation","hstroke","Male",0.7,0.85,0.99
"Russian Federation","ihd","Female",0.7,0.75,0.98
"Russian Federation","ihd","Male",0.7,0.8,0.97
"Russian Federation","istroke","Female",0.7,0.7,0.96
"Russian Federation","istroke","Male",0.7,0.75,0.95
"Rwanda","hhd","Female",0.85,0.85,1.02
"Rwanda","hhd","Male",0.85,0.85,1
"Rwanda","hstroke","Female",0.85,0.9,0.98
"Rwanda","hstroke","Male",0.85,0.95,0.98
"Rwanda","ihd","Female",0.9,0.85,0.99
"Rwanda","ihd","Male",0.9,0.85,0.99
"Rwanda","istroke","Female",0.95,0.9,0.98
"Rwanda","istroke","Male",0.9,0.85,0.98
"Saint Lucia","hhd","Female",0.9,0.95,1.02
"Saint Lucia","hhd","Male",0.9,0.9,1.02
"Saint Lucia","hstroke","Female",0.9,0.9,0.97
"Saint Lucia","hstroke","Male",0.9,0.85,0.98
"Saint Lucia","ihd","Female",0.95,0.9,0.99
"Saint Lucia","ihd","Male",0.95,0.8,1
"Saint Lucia","istroke","Female",0.9,0.7,0.97
"Saint Lucia","istroke","Male",0.9,0.7,0.99
"Saint Vincent and the Grenadines","hhd","Female",0.85,0.95,1.02
"Saint Vincent and the Grenadines","hhd","Male",0.9,0.9,1.02
"Saint Vincent and the Grenadines","hstroke","Female",0.85,0.9,0.96
"Saint Vincent and the Grenadines","hstroke","Male",0.9,0.9,0.96
"Saint Vincent and the Grenadines","ihd","Female",0.8,0.75,0.99
"Saint Vincent and the Grenadines","ihd","Male",0.9,0.8,0.99
"Saint Vincent and the Grenadines","istroke","Female",0.8,0.75,0.98
"Saint Vincent and the Grenadines","istroke","Male",0.9,0.7,0.97
"Samoa","hhd","Female",0.9,0.95,1
"Samoa","hhd","Male",0.9,0.95,1
"Samoa","hstroke","Female",0.8,0.9,0.95
